age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,y
51,others,married,3,no,167,no,no,Unknown,18,jun,4,0,no
42,business,married,3,no,-700,yes,no,Unknown,14,may,1,0,no
43,others,married,2,no,1311,yes,no,Unknown,14,may,1,0,no
39,others,married,1,no,830,yes,no,Unknown,8,may,2,0,no
29,business,single,2,no,1450,yes,no,Unknown,28,may,1,0,no
39,others,married,2,no,0,yes,no,cellular,23,oct,1,1,no
65,others,married,1,no,715,no,no,cellular,11,mar,1,0,yes
58,others,single,1,no,999,no,no,cellular,25,jul,6,0,no
40,business,married,2,no,1576,yes,yes,Unknown,29,may,3,0,no
34,business,single,2,no,303,no,no,cellular,4,jun,3,3,yes
46,others,married,1,no,327,no,yes,cellular,16,jul,4,0,no
31,others,married,2,no,1803,yes,no,telephone,15,may,8,1,no
57,others,married,1,no,7880,no,no,Unknown,9,jun,2,0,no
25,others,single,2,no,377,no,no,cellular,15,jul,4,0,no
51,others,married,2,no,1760,no,yes,cellular,19,nov,1,0,no
34,others,married,3,no,3160,yes,no,cellular,13,aug,1,0,no
45,others,married,1,no,-66,yes,no,Unknown,6,may,2,0,no
41,others,divorced,2,no,1,no,yes,Unknown,19,jun,1,0,no
29,business,single,2,no,464,no,no,cellular,10,aug,2,1,yes
30,business,single,3,no,59,yes,yes,Unknown,8,may,1,0,no
53,others,married,1,no,600,yes,no,Unknown,14,may,1,0,no
19,others,single,2,no,779,no,no,cellular,1,apr,4,0,yes
35,others,married,1,no,22,yes,no,cellular,15,may,2,2,yes
32,others,married,2,no,9714,yes,no,cellular,15,may,2,2,no
26,others,single,2,no,622,no,no,cellular,28,jan,2,0,yes
53,others,single,2,no,4,no,no,cellular,30,jul,3,0,no
36,others,single,2,no,-253,yes,no,cellular,14,apr,1,0,yes
30,business,married,3,no,631,no,no,cellular,13,aug,3,0,no
31,others,married,2,no,17,yes,no,cellular,28,jul,3,0,no
42,business,single,3,yes,130,yes,yes,cellular,18,nov,1,0,no
58,others,divorced,1,no,2538,yes,no,cellular,31,jul,6,0,no
54,others,married,1,no,24,yes,no,Unknown,15,may,1,0,no
41,others,married,2,no,1011,yes,no,cellular,19,nov,1,4,no
50,others,married,2,no,2218,yes,no,cellular,17,aug,1,0,yes
33,others,single,3,no,8047,yes,no,cellular,18,may,1,13,no
42,business,single,3,no,10561,no,no,Unknown,16,may,2,0,no
41,others,married,2,no,4910,yes,no,cellular,3,apr,1,0,no
27,others,married,2,no,811,yes,no,Unknown,28,may,2,0,no
28,others,married,2,no,7,no,no,cellular,25,jul,3,0,no
35,others,single,2,no,297,yes,no,cellular,29,jan,3,4,no
45,others,single,1,no,116,no,no,Unknown,13,apr,1,0,yes
43,others,married,1,no,2309,yes,no,cellular,22,jul,1,0,no
37,others,single,3,no,1291,no,no,cellular,5,aug,1,2,yes
39,others,married,1,no,710,no,no,cellular,3,feb,6,0,no
51,business,married,2,no,907,yes,no,telephone,21,jul,3,0,no
39,others,married,2,no,750,yes,yes,cellular,9,jul,1,0,no
34,others,married,2,no,190,yes,no,cellular,15,may,3,0,no
36,others,married,3,no,60,no,no,cellular,19,aug,2,0,no
34,others,married,2,yes,-172,no,no,cellular,22,aug,2,0,no
34,others,married,2,no,0,yes,no,telephone,28,jul,2,0,no
46,others,married,3,no,2207,yes,no,Unknown,16,may,3,0,no
44,others,single,2,no,-389,yes,no,Unknown,30,may,4,0,no
40,others,single,2,no,2141,no,no,cellular,18,nov,3,0,no
35,others,single,1,no,744,yes,no,cellular,7,apr,1,0,no
40,others,married,1,no,1758,yes,no,Unknown,16,may,3,0,yes
32,others,married,1,no,289,yes,no,Unknown,8,may,4,0,no
45,business,married,3,no,160,no,no,cellular,30,apr,1,0,yes
67,others,married,3,no,701,no,no,cellular,6,aug,2,0,yes
30,others,married,3,no,81,no,no,cellular,22,apr,1,0,yes
45,business,single,3,no,1395,no,no,cellular,5,aug,1,0,no
44,business,single,2,no,2524,no,no,Unknown,19,jun,1,0,no
50,others,single,2,no,516,yes,no,Unknown,15,may,1,0,no
42,others,married,1,no,0,no,no,cellular,17,jul,1,0,no
39,business,married,3,no,9143,no,no,cellular,29,jul,2,0,no
59,others,single,3,no,4639,no,no,Unknown,20,jun,5,0,no
58,others,married,3,no,703,no,no,Unknown,20,jun,3,0,no
32,others,married,2,no,1977,yes,yes,cellular,18,may,4,0,no
46,business,single,2,no,-136,yes,no,Unknown,28,may,1,0,no
24,business,single,2,no,653,yes,no,Unknown,27,jun,3,0,no
57,business,single,2,no,5368,yes,no,cellular,21,nov,1,0,no
33,business,married,2,no,1996,yes,no,cellular,15,may,2,1,no
46,business,divorced,2,no,2196,no,no,cellular,28,jul,5,0,yes
28,others,single,2,no,2954,yes,no,Unknown,28,may,2,0,no
31,business,single,3,no,522,no,no,telephone,29,mar,4,0,no
77,others,married,3,no,0,no,no,cellular,6,apr,1,0,no
32,others,single,2,no,283,yes,no,cellular,29,jan,1,0,no
51,others,married,2,no,753,yes,no,cellular,7,may,2,0,no
57,business,single,2,no,7400,yes,no,cellular,11,may,2,0,no
48,business,married,3,no,313,yes,no,Unknown,13,may,2,0,no
33,others,married,2,no,285,no,yes,Unknown,3,jul,1,0,no
48,others,married,2,no,1548,no,no,cellular,28,aug,5,0,no
49,business,married,3,no,763,no,no,cellular,21,nov,4,0,no
31,others,single,3,no,117,yes,no,telephone,18,jul,1,0,no
25,others,married,2,no,53,yes,no,Unknown,13,may,2,0,no
38,business,divorced,3,no,1927,yes,yes,cellular,29,jan,1,0,no
33,others,divorced,2,yes,-274,yes,yes,cellular,17,apr,2,2,yes
48,business,single,2,no,96,yes,no,Unknown,8,may,1,0,no
28,others,single,2,no,280,yes,no,Unknown,14,may,3,0,no
73,others,married,1,no,154,no,no,cellular,15,oct,1,0,no
54,business,married,3,no,95,no,no,cellular,11,jul,1,0,no
60,others,married,2,no,78,no,yes,Unknown,27,jun,2,0,no
36,others,married,3,no,4515,yes,no,Unknown,17,jun,2,0,no
37,others,married,2,yes,-954,yes,no,Unknown,21,may,3,0,no
25,others,married,2,no,285,yes,no,Unknown,29,may,2,0,no
49,others,married,2,no,8545,yes,yes,cellular,20,nov,1,0,no
30,others,married,3,no,81,no,no,cellular,28,aug,1,0,no
39,others,divorced,2,no,454,no,no,cellular,11,aug,2,0,no
44,others,married,2,no,56,no,no,cellular,22,aug,8,0,no
33,others,married,1,no,-457,yes,yes,cellular,6,may,1,1,no
41,others,married,2,no,665,yes,no,Unknown,15,may,1,0,no
41,business,married,1,no,526,no,no,Unknown,26,may,3,0,no
36,business,divorced,2,no,869,yes,no,cellular,14,may,1,1,no
43,others,married,2,no,0,yes,no,Unknown,6,may,1,0,no
36,business,divorced,3,yes,20,no,yes,Unknown,24,jun,5,0,no
43,others,divorced,3,no,-291,yes,no,cellular,11,may,1,2,no
33,business,married,3,no,0,yes,yes,cellular,14,may,2,0,no
48,business,single,1,no,1078,no,no,Unknown,17,jun,1,0,no
25,others,single,1,no,-221,yes,no,Unknown,23,may,1,0,no
37,others,married,1,yes,-483,yes,yes,cellular,19,nov,3,0,no
38,others,married,3,no,216,no,no,cellular,19,aug,4,0,no
45,business,single,2,no,205,no,yes,cellular,10,jul,1,0,no
31,others,married,2,no,503,no,no,cellular,20,nov,1,0,no
48,others,married,2,no,1939,yes,yes,cellular,6,aug,2,0,no
35,business,married,3,no,286,no,no,cellular,30,apr,2,0,yes
52,others,married,1,no,940,yes,no,cellular,17,apr,1,0,no
38,others,married,1,no,304,no,no,cellular,11,may,1,5,no
54,business,married,3,no,11464,no,no,Unknown,5,jun,1,0,no
22,others,married,2,no,83,yes,no,Unknown,13,may,1,0,no
39,others,divorced,2,no,892,yes,no,Unknown,2,jun,1,0,no
36,others,married,2,no,4613,no,no,cellular,19,nov,2,0,no
57,business,married,2,no,2120,no,no,cellular,19,aug,4,0,yes
45,others,married,2,no,392,yes,no,cellular,21,nov,2,2,no
60,business,married,1,no,83,yes,no,cellular,17,jul,2,0,no
29,others,married,1,no,132,no,no,cellular,5,feb,5,0,no
35,others,married,2,no,905,no,yes,cellular,21,aug,2,0,no
37,others,single,2,no,1127,yes,no,cellular,20,apr,2,0,no
38,others,single,3,no,178,yes,no,cellular,7,may,1,1,no
29,business,single,3,no,697,no,no,cellular,4,feb,1,0,yes
41,others,married,2,no,10438,yes,no,telephone,15,jul,4,0,no
66,others,married,3,no,3,no,no,cellular,6,aug,1,0,yes
38,business,divorced,2,no,4630,yes,no,Unknown,3,jun,3,0,no
57,others,married,2,no,1316,no,no,cellular,28,jan,2,5,no
31,business,married,3,no,3739,no,no,cellular,11,aug,3,0,no
32,others,married,3,no,357,yes,no,cellular,3,feb,3,2,no
31,business,divorced,2,no,-254,yes,no,cellular,15,may,2,0,no
40,others,married,1,no,540,yes,no,Unknown,2,jun,1,0,no
34,business,married,3,no,1483,yes,no,cellular,21,nov,1,0,no
51,others,married,3,no,84,no,yes,Unknown,27,jun,1,0,no
39,business,married,2,no,217,yes,no,cellular,8,apr,1,4,no
57,others,married,2,no,402,yes,no,Unknown,6,may,3,0,no
32,others,single,3,no,69,no,no,cellular,7,may,1,3,no
38,business,married,2,no,0,yes,no,cellular,19,nov,1,0,no
47,business,divorced,2,no,-480,no,no,Unknown,28,may,1,0,no
59,business,married,2,no,1085,no,yes,cellular,29,jul,4,0,no
27,others,single,3,no,75,yes,yes,cellular,5,may,1,1,no
49,business,married,3,no,128,yes,no,Unknown,19,may,1,0,no
37,others,married,2,no,3269,yes,yes,cellular,14,may,2,0,no
48,others,married,1,no,890,no,no,cellular,13,aug,6,0,no
29,business,married,3,no,205,no,no,cellular,4,jun,1,0,yes
60,others,married,1,no,0,no,no,telephone,30,jul,3,0,no
37,business,married,3,no,50,no,yes,cellular,17,jul,1,0,no
26,others,single,3,no,36,no,yes,Unknown,4,jul,2,0,no
26,others,divorced,2,no,379,yes,yes,Unknown,19,may,3,0,no
37,business,married,2,no,439,no,no,Unknown,9,jun,1,0,no
31,others,single,2,no,23,no,no,cellular,28,aug,2,0,no
44,others,married,1,no,143,yes,no,Unknown,7,may,1,0,no
30,others,single,3,no,-142,yes,no,cellular,18,may,1,0,no
27,others,married,2,no,2526,yes,no,cellular,23,jul,3,0,no
38,business,married,3,no,76,yes,no,cellular,20,apr,2,3,no
37,others,married,1,no,3154,yes,no,Unknown,16,jun,3,0,no
27,others,single,3,no,838,no,no,cellular,11,oct,1,0,no
43,others,divorced,3,no,2363,yes,no,cellular,17,nov,1,0,no
29,others,married,2,no,275,yes,no,cellular,18,may,1,0,no
39,others,married,3,no,508,no,no,cellular,4,mar,1,3,no
29,others,single,3,no,7,no,no,cellular,6,may,1,1,no
39,business,married,3,no,3590,no,no,cellular,8,aug,2,0,no
25,others,single,3,no,1395,yes,no,cellular,15,may,1,0,no
28,others,married,1,no,702,yes,no,Unknown,26,jun,2,0,no
45,others,married,2,no,264,yes,no,cellular,8,may,1,2,no
27,others,single,1,no,223,no,no,cellular,26,may,1,0,no
35,others,single,1,no,68,no,no,cellular,3,jul,1,0,yes
56,others,married,3,no,411,no,no,Unknown,19,jun,4,0,no
32,others,divorced,3,no,3695,yes,no,cellular,15,may,1,3,no
27,others,single,2,no,167,no,yes,cellular,8,jul,2,0,no
41,others,married,2,no,0,no,no,cellular,11,mar,1,0,no
25,others,single,2,no,330,yes,no,Unknown,4,jun,1,0,no
36,business,divorced,3,no,3407,no,no,cellular,9,jun,4,4,yes
41,business,married,3,no,340,yes,no,cellular,16,jul,2,0,no
31,others,married,1,no,196,no,no,cellular,7,aug,1,0,no
32,business,single,3,no,1531,yes,no,cellular,15,may,1,5,no
44,business,married,2,no,497,yes,no,cellular,3,feb,3,2,no
50,others,married,2,no,605,yes,no,Unknown,15,may,1,0,no
34,business,divorced,3,no,5754,yes,no,Unknown,21,may,1,0,no
36,others,married,2,no,3578,yes,no,telephone,3,feb,3,0,no
34,business,single,3,no,13,yes,no,Unknown,27,may,2,0,no
46,others,married,2,no,1040,no,no,telephone,12,aug,1,5,no
49,others,married,1,no,584,yes,no,telephone,14,may,6,1,no
45,business,married,2,no,0,yes,no,cellular,8,jul,1,0,no
48,business,divorced,3,no,-244,yes,no,Unknown,5,may,1,0,no
37,others,married,2,no,0,yes,no,cellular,21,nov,1,5,no
53,others,divorced,1,no,4222,no,no,Unknown,9,jun,1,0,no
54,others,married,1,no,212,no,no,cellular,12,aug,4,0,no
48,business,married,2,no,2533,no,no,cellular,29,apr,2,1,no
40,business,single,2,no,462,yes,yes,cellular,6,apr,1,4,no
46,others,married,2,no,15,yes,yes,cellular,20,aug,3,0,no
34,business,divorced,3,no,500,yes,no,Unknown,29,may,1,0,no
33,others,single,2,no,239,yes,no,Unknown,21,may,1,0,no
59,business,divorced,2,no,0,no,yes,cellular,2,feb,2,0,no
25,business,married,3,no,784,yes,yes,Unknown,12,may,2,0,no
31,others,married,3,yes,147,yes,no,cellular,11,may,5,0,no
44,others,divorced,1,no,25,yes,no,cellular,13,may,1,7,no
37,others,single,2,no,934,yes,no,Unknown,16,may,3,0,no
30,others,single,2,no,2567,no,no,cellular,18,jun,4,0,yes
63,others,married,2,no,556,no,no,cellular,9,jul,4,0,no
48,others,married,2,no,1730,yes,no,cellular,4,may,1,3,yes
25,business,single,3,no,1317,no,no,cellular,26,may,1,0,yes
33,others,married,2,no,263,yes,no,Unknown,21,may,3,0,no
40,others,married,1,no,533,yes,no,cellular,5,feb,4,0,no
27,business,married,2,no,1033,yes,no,Unknown,9,may,1,0,no
40,others,divorced,1,no,54,yes,no,cellular,13,may,5,3,no
30,others,married,2,no,4,yes,no,cellular,8,may,5,0,no
30,others,married,2,no,1717,yes,no,cellular,14,may,3,0,no
31,business,married,1,no,355,yes,yes,Unknown,4,jun,6,0,no
31,business,single,3,no,2085,yes,no,cellular,21,nov,2,4,no
40,others,married,2,no,280,yes,no,cellular,8,may,2,3,no
44,business,married,3,no,415,yes,no,telephone,14,may,7,0,no
37,business,married,3,no,578,yes,no,cellular,8,aug,4,0,no
30,others,divorced,2,no,0,no,yes,cellular,8,jul,1,0,no
32,others,married,2,no,344,yes,no,cellular,9,apr,3,2,no
42,others,married,1,no,1156,yes,no,telephone,20,apr,1,0,no
27,others,single,2,no,240,yes,no,cellular,18,may,4,0,no
43,others,married,2,no,0,yes,no,cellular,8,may,1,0,no
40,others,married,1,no,170,yes,yes,cellular,8,may,3,0,no
52,others,married,1,no,230,yes,no,cellular,6,may,2,2,no
37,business,divorced,2,no,295,yes,yes,cellular,19,aug,2,0,no
55,business,married,2,no,51,no,no,cellular,8,jul,1,0,no
45,business,married,3,no,1186,no,no,cellular,29,aug,7,0,no
27,others,single,1,no,0,no,yes,cellular,9,jul,2,0,no
33,others,married,2,no,22,yes,no,Unknown,5,may,1,0,no
80,others,married,2,no,2354,no,no,telephone,4,feb,1,2,yes
34,business,married,3,no,-508,yes,no,cellular,2,feb,1,0,no
32,business,divorced,3,no,1804,yes,no,cellular,13,may,1,1,no
44,others,single,2,no,196,yes,no,cellular,6,feb,3,0,no
31,others,single,2,no,1207,yes,no,cellular,17,apr,2,0,no
41,others,single,3,no,4517,yes,no,cellular,20,nov,1,0,no
30,others,single,3,no,190,yes,no,cellular,28,jul,3,0,no
38,business,married,2,no,96,yes,no,cellular,20,nov,3,0,no
27,others,single,2,no,1187,no,no,cellular,28,jan,2,0,no
43,business,divorced,3,no,36,no,no,cellular,13,feb,1,1,no
30,others,single,2,no,175,no,no,cellular,25,aug,4,0,no
55,others,divorced,2,no,276,yes,no,cellular,13,may,1,0,no
45,others,married,2,no,392,yes,no,cellular,17,jul,2,0,no
29,others,married,1,no,410,no,yes,telephone,25,jul,2,0,no
28,others,single,2,no,230,yes,yes,cellular,17,apr,2,0,no
51,others,married,2,no,1113,no,yes,cellular,8,aug,4,0,no
37,business,divorced,3,yes,26,no,yes,cellular,21,nov,1,0,no
45,others,married,2,no,830,no,no,cellular,19,nov,1,2,no
42,others,married,2,no,443,yes,no,Unknown,2,jun,5,0,yes
31,business,married,2,no,-474,yes,no,Unknown,12,may,2,0,no
27,business,single,2,no,924,yes,no,cellular,3,feb,1,0,no
39,business,married,2,no,394,no,no,cellular,29,jul,2,0,no
52,others,single,1,no,2024,yes,no,Unknown,14,may,1,0,no
57,others,married,3,no,108,no,no,Unknown,12,jun,1,0,no
40,business,married,3,no,2935,yes,no,cellular,18,aug,2,0,no
37,business,married,2,no,352,yes,no,cellular,24,jul,2,0,no
31,others,married,2,no,7369,no,no,cellular,19,aug,4,0,no
37,others,married,2,no,421,yes,yes,cellular,17,nov,1,0,no
29,others,single,3,no,218,yes,no,cellular,12,apr,1,0,no
37,business,married,3,no,2693,yes,no,cellular,8,apr,1,0,no
60,others,married,3,no,872,no,no,telephone,28,aug,5,0,no
34,business,single,3,no,151,yes,no,cellular,20,apr,4,0,no
48,others,married,1,no,2321,no,no,cellular,27,aug,7,0,no
52,others,married,1,no,336,no,yes,telephone,17,jul,7,0,no
58,others,married,2,no,0,no,no,Unknown,5,jun,2,0,no
34,business,married,3,no,142,yes,no,cellular,13,may,1,0,yes
29,business,single,3,no,572,no,no,cellular,16,dec,1,1,yes
27,others,single,2,no,-74,yes,no,cellular,15,may,1,1,no
36,others,married,1,no,1244,yes,no,Unknown,2,jun,1,0,no
32,others,married,2,no,197,yes,no,cellular,20,apr,4,0,no
65,others,married,1,no,2179,yes,no,cellular,4,sep,7,0,no
32,others,single,2,no,230,yes,no,cellular,25,aug,8,0,no
34,others,married,1,no,567,no,yes,cellular,8,jul,3,0,no
28,business,single,2,no,171,no,no,cellular,10,mar,1,0,yes
28,business,single,3,no,6817,yes,no,cellular,4,feb,4,0,no
32,others,married,2,no,1076,no,no,cellular,21,nov,1,3,no
33,others,married,2,no,217,yes,no,Unknown,15,may,1,0,no
29,others,single,2,no,674,no,no,cellular,17,apr,5,0,yes
31,business,single,3,no,630,no,no,cellular,4,may,2,2,no
34,others,married,2,no,4535,no,no,cellular,6,aug,3,0,no
34,business,single,3,yes,1709,no,yes,cellular,18,nov,1,0,no
40,others,married,2,no,265,no,no,Unknown,18,jun,4,0,no
51,others,married,1,no,183,no,yes,cellular,7,aug,2,0,no
44,others,married,2,no,274,yes,yes,Unknown,6,may,1,0,no
34,business,single,3,no,212,no,no,cellular,25,mar,8,0,yes
33,business,single,3,no,718,yes,no,cellular,29,jun,1,3,yes
45,others,single,3,no,88,no,no,Unknown,23,jul,4,0,no
37,others,married,2,no,5287,yes,yes,cellular,19,nov,4,2,no
34,business,married,3,no,1657,yes,no,cellular,18,may,2,4,no
32,others,single,3,no,2626,yes,yes,cellular,7,may,2,2,no
33,business,married,3,no,4,yes,yes,cellular,24,jul,1,0,no
48,business,married,2,no,490,no,no,cellular,6,aug,2,0,no
25,others,single,2,no,534,no,no,cellular,15,jul,7,0,no
33,business,single,2,no,572,yes,no,cellular,14,apr,1,2,yes
50,others,divorced,3,no,173,no,yes,Unknown,5,may,1,0,no
50,others,married,2,no,1126,no,no,cellular,4,aug,1,0,no
57,business,married,2,no,0,no,no,cellular,28,jan,1,0,no
53,business,married,3,no,0,no,no,cellular,20,nov,2,0,no
45,others,married,3,no,-72,yes,no,cellular,11,may,1,0,no
45,business,married,2,no,5511,no,no,cellular,2,jul,1,0,yes
52,business,married,1,no,208,yes,no,cellular,17,apr,2,0,no
36,others,single,2,no,9231,no,no,Unknown,18,jun,3,0,no
39,others,married,2,no,1309,yes,no,cellular,4,feb,2,0,no
31,business,single,3,no,2004,no,no,cellular,19,nov,1,0,no
60,business,divorced,2,no,12039,no,no,telephone,12,oct,1,1,yes
32,business,single,3,no,490,yes,no,Unknown,9,may,2,0,no
56,others,married,1,no,3391,no,no,cellular,21,apr,1,0,yes
41,others,married,2,no,201,no,yes,cellular,14,jul,8,0,no
41,others,single,2,no,323,yes,no,Unknown,15,may,6,0,no
71,others,married,1,no,10394,no,no,telephone,10,aug,1,0,no
45,others,married,2,no,118,yes,no,Unknown,7,may,2,0,no
45,others,married,2,no,333,no,yes,cellular,6,aug,2,0,no
51,others,married,1,no,1203,yes,yes,telephone,13,may,4,7,no
30,others,married,2,no,33,no,no,cellular,18,nov,1,0,no
40,business,single,3,no,36,yes,no,Unknown,27,may,3,0,no
26,others,single,3,no,37,yes,no,Unknown,8,may,1,0,no
40,business,married,2,no,0,yes,no,cellular,15,may,8,7,no
49,business,divorced,3,no,1253,yes,no,cellular,14,may,2,0,no
30,business,married,3,no,1221,yes,no,telephone,25,jul,4,0,yes
33,others,single,1,no,557,yes,no,cellular,17,apr,2,2,no
39,others,married,2,no,-405,yes,no,cellular,8,may,1,0,no
52,others,married,2,no,380,yes,yes,cellular,8,jul,1,0,no
34,business,single,3,no,178,yes,no,cellular,15,may,2,0,no
57,others,married,2,no,479,no,no,telephone,14,aug,2,0,no
29,others,single,2,no,28,no,no,cellular,9,feb,2,0,no
54,business,married,3,no,3020,no,no,cellular,12,aug,2,0,no
36,others,married,2,no,24,yes,no,cellular,18,nov,1,0,no
45,others,divorced,1,no,1805,no,no,cellular,7,jul,1,0,no
50,others,married,2,no,402,no,no,cellular,4,may,1,2,no
32,others,married,2,no,365,yes,no,cellular,30,jan,3,0,no
32,others,divorced,2,no,8,yes,no,cellular,16,jul,1,0,no
37,others,married,2,no,1120,yes,no,Unknown,30,may,5,0,no
71,others,married,1,no,4847,no,no,cellular,16,sep,2,0,no
30,others,married,3,no,0,yes,yes,cellular,23,jul,1,0,no
49,others,married,2,no,0,no,no,cellular,26,aug,6,0,no
32,business,single,3,no,2343,no,no,cellular,18,jul,1,0,no
55,business,single,3,no,6507,yes,yes,cellular,17,jul,1,0,no
39,business,married,2,no,3655,no,no,cellular,20,nov,1,0,no
80,others,married,1,no,155,no,no,telephone,12,mar,1,2,yes
66,business,married,3,no,2169,no,no,cellular,7,jul,1,0,no
23,others,single,1,no,1235,no,no,cellular,11,sep,2,3,no
42,business,single,2,no,1049,yes,yes,cellular,20,apr,1,0,no
48,business,divorced,2,no,268,yes,no,Unknown,7,may,4,0,no
30,others,single,3,no,3026,no,no,cellular,23,jul,1,1,yes
32,business,single,1,yes,-849,yes,yes,cellular,4,feb,1,0,no
33,business,married,3,no,8339,yes,no,cellular,5,may,2,5,no
77,others,married,2,no,638,no,no,cellular,11,feb,1,1,yes
24,others,single,1,no,111,yes,yes,Unknown,27,may,4,0,no
31,business,married,3,no,425,yes,no,cellular,11,may,2,0,no
33,others,single,3,no,764,no,no,cellular,6,aug,2,0,no
42,business,married,1,no,860,yes,no,Unknown,15,may,3,0,no
30,others,divorced,3,no,-317,yes,no,Unknown,7,may,2,0,no
40,others,married,1,no,1698,yes,yes,Unknown,3,jun,5,0,no
59,others,married,1,no,0,no,no,Unknown,5,jun,1,0,no
37,others,single,2,no,3344,yes,no,Unknown,26,may,5,0,no
45,others,single,2,no,792,no,no,cellular,19,nov,5,0,no
42,others,married,1,no,1401,yes,no,Unknown,5,jun,1,0,no
43,others,single,2,no,1462,no,no,Unknown,9,jun,2,0,no
35,others,single,2,no,11,yes,no,cellular,25,jul,1,0,no
33,others,married,2,no,0,no,yes,cellular,18,jul,3,0,no
53,business,divorced,3,no,0,yes,no,cellular,14,jul,3,0,no
40,others,married,1,no,0,yes,no,cellular,21,jul,4,0,yes
39,others,married,2,no,2239,no,no,Unknown,17,jun,2,0,no
51,others,divorced,2,no,78,yes,no,Unknown,27,may,2,0,no
26,others,single,2,no,467,yes,yes,Unknown,4,jun,2,0,no
32,business,single,3,no,1831,yes,no,cellular,20,apr,2,0,no
36,others,married,2,no,-557,yes,yes,cellular,29,jan,1,1,no
29,others,single,3,no,910,yes,no,cellular,11,may,1,0,no
33,business,single,3,no,4782,yes,no,cellular,11,aug,1,0,no
19,others,single,2,no,108,no,no,cellular,9,mar,2,1,yes
33,others,divorced,2,no,744,yes,no,cellular,21,nov,3,0,no
40,others,married,2,no,1832,no,no,cellular,8,apr,2,0,no
34,others,married,1,no,905,yes,no,Unknown,30,may,8,0,no
39,others,single,3,no,1531,no,no,telephone,15,jul,6,0,no
44,others,divorced,2,no,8,no,no,cellular,26,jul,4,0,yes
47,others,divorced,2,yes,0,no,yes,Unknown,26,jun,3,0,no
47,business,married,2,no,2152,no,no,cellular,2,feb,1,0,no
39,others,married,2,no,5549,yes,no,cellular,20,nov,1,0,no
60,others,married,1,no,182,no,no,cellular,26,apr,5,5,no
34,others,single,2,no,3,yes,yes,cellular,24,jul,1,0,no
57,others,married,2,no,1230,no,no,cellular,6,aug,4,0,no
34,business,married,3,no,676,no,no,telephone,11,nov,1,0,yes
33,business,single,3,no,0,no,no,cellular,26,aug,2,0,no
30,others,single,3,no,1,no,no,cellular,4,feb,2,0,no
32,others,married,3,no,0,no,yes,cellular,24,jul,6,0,no
34,business,single,3,no,886,yes,no,cellular,21,aug,2,0,no
72,others,divorced,3,no,402,no,no,cellular,12,jul,3,0,no
41,others,married,1,no,3291,yes,no,Unknown,15,may,4,0,no
47,others,divorced,1,no,551,yes,no,cellular,19,nov,2,0,no
32,business,single,2,no,4344,yes,no,cellular,22,jul,3,0,no
27,others,single,2,no,940,yes,no,cellular,15,may,1,3,no
58,others,married,2,no,688,no,no,cellular,6,aug,2,0,no
34,business,single,3,no,431,no,no,cellular,16,jul,1,0,no
50,business,divorced,3,no,0,no,no,cellular,25,aug,3,0,no
56,business,married,3,no,-124,yes,no,Unknown,15,may,5,0,no
47,business,single,3,no,8106,no,no,cellular,29,jul,3,0,no
39,business,married,2,no,363,yes,yes,cellular,11,feb,1,1,no
42,others,married,2,no,9277,yes,no,cellular,15,may,1,3,no
32,others,married,2,no,163,yes,yes,cellular,28,jul,3,0,no
25,others,single,2,no,192,yes,no,Unknown,14,may,1,0,no
31,business,single,3,no,574,yes,no,cellular,16,jul,2,0,no
43,others,divorced,2,no,0,no,no,Unknown,14,may,1,0,no
31,others,single,2,no,391,no,no,cellular,13,aug,2,0,no
50,business,married,3,no,2296,no,no,cellular,12,aug,2,0,no
59,others,married,2,no,4457,no,no,cellular,28,jan,2,0,no
37,others,married,2,no,710,yes,no,Unknown,6,may,3,0,no
39,business,divorced,3,no,-999,yes,no,Unknown,27,may,1,0,no
29,others,single,3,no,1579,no,no,cellular,13,jul,1,4,yes
36,others,married,2,no,6,no,no,Unknown,20,jun,7,0,no
32,business,married,3,no,55,no,no,cellular,2,feb,3,0,no
32,business,single,2,no,613,yes,no,cellular,2,feb,1,0,no
25,others,married,2,no,1025,yes,no,Unknown,28,may,2,0,no
35,others,single,2,no,568,yes,no,Unknown,16,may,2,0,no
45,others,married,2,no,2981,yes,yes,cellular,29,mar,3,3,no
70,others,married,1,no,2346,no,no,cellular,24,feb,1,5,yes
20,others,single,1,no,479,no,no,cellular,11,sep,2,0,no
25,others,single,2,no,-141,yes,no,cellular,18,may,2,2,no
33,business,single,2,no,901,no,no,cellular,3,feb,5,3,no
50,business,divorced,1,no,8583,yes,no,cellular,19,nov,1,0,no
35,others,single,3,no,973,no,no,cellular,26,aug,9,0,no
38,others,single,2,no,13156,yes,no,cellular,17,apr,4,1,no
59,business,divorced,3,yes,-23,yes,no,telephone,7,may,2,0,no
55,others,married,2,no,0,yes,yes,cellular,27,oct,1,0,no
38,others,single,3,no,0,yes,no,cellular,1,jun,1,0,no
32,business,divorced,2,no,-331,yes,yes,Unknown,26,may,3,0,no
43,others,married,1,no,56,no,no,cellular,12,may,2,0,no
31,business,single,3,no,96,no,no,cellular,29,aug,2,0,no
32,others,single,2,no,271,yes,no,cellular,13,may,2,2,no
35,others,single,2,no,204,yes,no,cellular,30,nov,3,1,no
52,business,divorced,3,no,147,no,no,cellular,30,jul,4,0,no
80,others,married,1,no,155,no,no,telephone,9,dec,2,0,yes
